nameseq,fickett_score-ORF,fickett_score-full-sequence
4_206285576_206293917,0.4608,0.2881
4_20628745_20629181,0.7866,0.45516
4_206294549_206296123,0.477,0.34696
4_206296433_206296544,0.6576000000000001,0.34375
4_206296445_206296619,0.6958,0.40205
4_206297283_206297377,1.1007,0.46793
4_206297284_206297381,1.0017,0.43402
4_206297979_206298085,1.0666,0.39889
4_206298118_206298220,1.2706000000000002,0.4029999999999999
4_206298469_206298626,1.0334,0.39766
4_206299966_206300220,1.1189,0.44482
4_206300154_206300312,0.4538999999999999,0.29604
4_206301015_206301078,1.1539,0.43795
4_206301083_206301580,1.1107,0.46675
4_206301084_206301188,1.0144,0.4465699999999999
4_206301664_206302125,0.8674,0.5107200000000001
4_20630225_20630546,0.5559000000000001,0.37569
4_206302793_206303053,0.7377,0.4312
4_206304230_206323274,0.4508,0.27251
4_206304283_206304332,1.159,0.40217
4_206304563_206305034,0.6648999999999999,0.39525
4_206305040_206305599,0.6443000000000001,0.42401
4_20630738_20630889,1.1054,0.44388
4_206308176_206309301,0.5553999999999999,0.37592
4_206310041_206310245,0.929,0.45545
4_206310513_206310561,0.8872,0.40947
4_206310801_206310995,0.9851,0.3974999999999999
4_206311770_206324486,0.4706,0.26837
4_206324934_206325863,1.1726,0.4281
4_206325865_206326083,1.3042,0.42473
4_206326388_206328476,1.2702,0.40782
4_206328527_206335964,0.5056999999999999,0.31106
4_206335969_206336462,0.5713999999999999,0.3574199999999999
4_206336486_206339304,0.6306999999999999,0.40186
4_206340208_206340385,0.6056,0.28366
4_206340450_206346043,0.3434,0.30509
4_20634235_20634362,0.7701,0.39703
4_20634385_20634440,1.2944,0.37339
4_206346540_206347040,0.4760999999999999,0.38297
4_206347386_206347479,0.5864999999999999,0.3479799999999999
4_206348107_206348467,1.0339,0.43268
4_206348470_206348654,0.6158,0.32887
4_206348690_206348861,0.8588000000000001,0.3791299999999999
4_206348862_206349013,0.8430000000000001,0.47963
4_206351299_206351449,0.5484,0.3676399999999999
4_206351466_206351960,0.4032,0.29481
4_206351960_206352905,0.5851999999999999,0.42912
4_206352920_206353005,0.7633,0.40086
4_206353173_206353224,0.7242999999999999,0.37406
4_206353173_206353679,0.5697,0.42632
4_206355104_206355251,1.2221000000000002,0.44147
4_206359981_206360318,0.5066,0.34545
4_206360436_206360548,0.5239,0.336
4_206360549_206362178,0.5752999999999999,0.42822
4_206361284_206372921,0.4016,0.31698
4_206363799_206366876,0.872,0.4005999999999999
4_206372921_206376069,0.4318999999999999,0.29526
4_206374232_206374605,0.6047,0.38952
4_206376447_206376519,0.6951,0.38564
4_206376534_206377429,0.392,0.35489
4_206377429_206377559,0.8400000000000001,0.3896599999999999
4_206377578_206378881,0.7202000000000001,0.3994499999999999
4_206378741_206378880,1.0823,0.4308899999999999
4_206379419_206379563,0.6248,0.31973
4_206381371_206381653,1.1023,0.39427
4_206381407_206381690,0.9232,0.34095
4_206382871_206383019,0.6267,0.38838
4_206383021_206383126,1.1618,0.41834
4_206383035_206384595,0.478,0.3194599999999999
4_206385358_206385449,0.9068,0.34402
4_206385512_206386350,0.6399999999999999,0.39898
4_206386342_206387090,0.5464,0.41751
4_206387153_206394466,0.3844,0.35996
4_206389142_206391798,0.3673999999999999,0.36064
4_206394466_206403391,0.3953,0.30132
4_206403392_206410027,0.4394,0.31237
4_20640648_20643830,0.3741,0.30419
4_206411501_206411530,1.2391,0.37732
4_206411531_206411605,1.1734,0.36891
4_206411606_206411638,0.8902,0.3363199999999999
4_206415650_206415765,0.9353,0.4510599999999999
4_206415718_206423470,0.4802,0.29776
4_206416686_206416915,0.5579000000000001,0.3274
4_206417618_206417884,0.6396,0.4041599999999999
4_206423638_206423718,0.7272000000000001,0.45753
4_206424015_206425055,0.5637,0.43629
4_206426138_206426541,0.6254,0.3842399999999999
4_206426959_206429366,0.3499,0.26456
4_206429440_206429603,0.7032,0.40107
4_206430142_206430386,0.6229999999999999,0.35308
4_206430336_206432671,0.4583,0.35695
4_206430837_206431278,0.7697,0.35157
4_206433403_206436424,0.3775,0.3266099999999999
4_206436423_206436698,0.6088999999999999,0.40615
4_20643653_20643830,0.4955,0.39679
4_206436711_206436856,0.8572000000000001,0.43301
4_206436857_206442917,0.4535999999999999,0.3641799999999999
4_20643883_20655916,0.3876,0.3538
4_206443389_206444191,1.1144,0.45969
4_206444302_206444483,1.1162,0.4137
4_206444611_206444667,0.8315,0.39169
4_206444668_206444737,1.0730000000000002,0.40078
4_206445712_206446107,0.6804,0.41013
4_206445718_206446095,0.7216,0.4169299999999999
4_206447026_206447411,1.2235,0.4677599999999999
4_206447475_206447680,0.9678,0.47424
4_206447475_206452363,0.4591999999999999,0.3712
4_206448955_206449352,0.5728,0.4009399999999999
4_206450038_206451734,0.4993,0.37803
4_206451946_206457471,0.4318999999999999,0.29526
4_206456953_206457471,0.4488,0.3506599999999999
4_206457475_206457777,0.6198,0.3513
4_206458292_206459479,0.4355999999999999,0.33011
4_206459479_206462827,0.4305,0.38387
4_206462808_206475369,0.3953,0.33002
4_206475369_206483247,0.4016,0.31698
4_206483244_206483327,0.7781,0.35891
4_206483328_206487331,0.5056999999999999,0.28796
4_206487328_206495622,0.4628999999999999,0.35948
4_206487781_206495134,0.4680999999999999,0.3508
4_206495623_206497984,0.9063,0.3533599999999999
4_206498139_206527630,0.4095999999999999,0.28267
4_206498198_206498377,0.7975000000000001,0.29993
4_206499504_206499742,1.0758,0.41667
4_206499748_206499847,1.1625,0.41616
4_206499986_206501134,0.4912,0.2912
4_206502437_206503523,0.4379999999999999,0.3205
4_206503533_206504297,0.4605,0.35553
4_206504482_206504625,0.5763999999999999,0.36348
4_206506378_206506401,0.893,0.3379
4_206507162_206523883,0.3901,0.3331
4_206527400_206529264,0.6134999999999999,0.37387
4_206527683_206529860,0.6189,0.40257
4_206530150_206530394,0.6348,0.39561
4_206533423_206533569,0.8034,0.40075
4_206533786_206533938,0.8139,0.40222
4_206534103_206534291,1.168,0.45633
4_206534674_206535345,1.2494,0.44068
4_206538431_206538499,0.7586,0.38198
4_206538576_206539004,0.6336999999999999,0.417
4_206538665_206538809,0.6608,0.4518
4_206538825_206539006,1.144,0.45526
4_206539707_206539900,0.5826,0.3394
4_206539815_206539899,0.8437,0.4143099999999999
4_206540299_206540441,0.7249,0.41442
4_206540314_206540474,0.7957,0.4114499999999999
4_206540696_206540995,0.6503,0.3697
4_206541407_206541896,0.6608,0.4160299999999999
4_206541407_206550731,0.5275,0.3608099999999999
4_206550120_206550731,0.5891,0.43265
4_206550734_206550781,0.4199,0.23462
4_206550734_206551770,0.4553999999999999,0.33623
4_206551774_206558748,0.8168000000000001,0.45158
4_206552491_206552630,1.0629,0.4048
4_206554468_206555210,0.6950000000000001,0.41912
4_206557677_206557886,1.2944,0.37339
4_206558948_206559125,0.6642,0.38232
4_206559188_206559823,0.5449999999999999,0.3867899999999999
4_20655950_20657223,0.6863000000000001,0.34339
4_206559670_206559809,0.8189,0.3880699999999999
4_206560241_206565033,0.3889999999999999,0.27391
4_206565490_206565568,1.0219,0.43245
4_206565675_206565866,0.9992,0.4007099999999999
4_206565950_206566645,0.9389,0.47185
4_206567526_206568447,1.1786,0.39645
4_206568449_206587630,0.4581999999999999,0.30161
4_20657221_20675055,0.5356000000000001,0.4182099999999999
4_206577516_206580206,0.9533,0.4023599999999999
4_206582383_206582631,0.6572,0.36982
4_206582635_206583451,0.6239000000000001,0.35678
4_206585684_206585751,0.5504,0.33875
4_206587636_206587735,0.8184,0.42045
4_206589070_206589205,0.9849,0.4024399999999999
4_206590407_206590483,0.7301000000000001,0.41637
4_206590495_206590579,0.6350999999999999,0.41519
4_206590580_206591059,0.4856,0.33269
4_206591063_206591637,0.3860999999999999,0.2977599999999999
4_206591814_206591928,0.4548,0.3203399999999999
4_206593304_206593367,0.7628000000000001,0.36093
4_206594095_206594336,0.9967,0.40335
4_206594741_206594891,0.5396,0.36486
4_206594930_206595986,0.4646,0.35105
4_206596151_206597139,0.5048999999999999,0.3404
4_206597197_206597481,1.2796,0.41394
4_206597758_206598248,1.1209,0.45997
4_206598332_206598465,1.0283,0.35336
4_206598332_206598473,0.978,0.30173
4_206599707_206599901,0.7214,0.46463
4_206599930_206600151,0.8514,0.44912
4_206600145_206600525,1.0124,0.45462
4_206600526_206623670,0.3775,0.3497099999999999
4_206623671_206625012,0.516,0.34473
4_206624678_206642120,0.528,0.32911
4_206625050_206627220,0.5424,0.3171
4_206642121_206644259,0.7064,0.34908
4_206644257_206645874,0.9039,0.4258
4_206645916_206652256,0.7708,0.43827
4_206652257_206652737,0.5287999999999999,0.3364999999999999
4_206653360_206653518,0.8887000000000002,0.4562
4_206654797_206655663,0.46,0.38004
4_206655507_206655628,1.0674,0.429
4_206655664_206656379,0.4566,0.35529
4_206656369_206662976,0.4229,0.28496
4_206658708_206660433,0.5558000000000001,0.33647
4_206662977_206663146,0.8256,0.3651799999999999
4_206663259_206664609,0.5252,0.3071
4_206663263_206663715,0.7017,0.4217599999999999
4_206663924_206671599,0.4648,0.27291
4_206670333_206672650,0.6175,0.3674299999999999
4_206671623_206679398,0.7269,0.43629
4_206678109_206680448,0.7321000000000001,0.37285
4_206679422_206686706,0.5037999999999999,0.31368
4_206687110_206688582,1.1545,0.39273
4_206688458_206688626,1.31,0.37643
4_206688627_206689984,0.9677,0.40182
4_206689988_206692486,0.5897000000000001,0.32721
4_206693165_206693682,0.5765,0.3664699999999999
4_206693177_206693307,1.1514,0.45042
4_206693864_206696077,0.3627999999999999,0.33842
4_206695863_206696064,0.3773,0.3064
4_206696101_206705514,0.4588,0.33598
4_206696712_206704903,0.4588,0.35908
4_206705131_206716341,0.3985,0.34696
4_206706739_206706790,0.9514,0.3974
4_206707838_206716789,0.3654,0.34566
4_206717426_206717762,0.6556000000000001,0.32498
4_206717738_206717973,0.5799,0.37177
4_206717764_206717973,0.6622,0.40675
4_206717975_206718197,0.6647000000000001,0.45934
4_206718004_206718193,0.7824,0.45629
4_206718380_206718618,0.4993,0.37908
4_206719080_206719433,0.3748,0.29971
4_206719080_206719434,0.3748,0.29971
4_206719448_206722605,0.5428,0.36761
4_206719549_206719646,0.7,0.3659
4_206719692_206719902,0.8061,0.4370099999999999
4_206720247_206736170,0.3761,0.32421
4_206723336_206723681,0.5867,0.38051
4_206723993_206724529,0.8251000000000001,0.39959
4_206725318_206726904,0.6016,0.38453
4_206727217_206731508,0.3818,0.34424
4_20673137_20685124,0.4147,0.3377799999999999
4_206731714_206731792,0.3142,0.25506
4_206732761_206733157,0.7986000000000001,0.39191
4_206733385_206734735,0.6075000000000002,0.4527799999999999
4_206735936_206736066,0.8481000000000001,0.47743
4_206737698_206737821,0.8522000000000001,0.39136
4_206738514_206739547,0.4417999999999999,0.33816
4_206741259_206741524,0.5949,0.33385
4_206741741_206741912,0.5915999999999999,0.3996699999999999
4_206741778_206742268,0.388,0.31883
4_206742061_206742268,0.7131000000000001,0.41825
4_206742573_206743340,0.3913,0.33733
4_206742574_206749781,0.3953,0.34579
4_206750046_206750925,0.8408,0.43061
4_206750235_206750925,0.8623000000000001,0.4243699999999999
4_206751904_206752951,0.5500999999999999,0.3910399999999999
4_206753489_206753890,0.8307999999999999,0.43922
4_206755577_206756354,0.5433,0.42265
4_206755577_206756371,0.5055,0.42182
4_206758087_206758539,0.9716,0.49573
4_206758376_206758524,1.2017000000000002,0.4781999999999999
4_206758974_206759027,1.0781,0.43148
4_206759483_206759669,0.5508000000000001,0.34382
4_206763592_206783588,0.4786,0.30781
4_206763835_206763895,0.7910999999999999,0.38793
4_206768122_206771292,0.5998,0.38876
4_206771633_206771656,0.5949,0.3813
4_206774017_206774085,1.2565000000000002,0.40058
4_206774472_206774673,1.1745,0.43827
4_206775504_206775981,1.056,0.429
4_206776051_206776890,0.7418,0.45097
4_206777117_206778871,0.9681,0.4647699999999999
4_206778874_206779758,0.52,0.3381
4_206779871_206780157,0.5177,0.28931
4_206780296_206780354,1.0067000000000002,0.38149
4_206780539_206780715,0.4282,0.2853799999999999
4_206782587_206804257,0.3916,0.28648
4_20679333_20680409,0.4977,0.37961
4_206805431_206805575,0.7912,0.4061599999999999
4_206805781_206805957,0.8446,0.39309
4_206806113_206806177,1.2307,0.43145
4_206806212_206806419,0.8269000000000001,0.38107
4_206806522_206806713,0.8457,0.4206499999999999
4_206807030_206807635,0.8417000000000001,0.30849
4_206807831_206826432,0.472,0.34452
4_206816013_206816751,0.8039,0.44639
4_206820626_206824699,0.4407999999999999,0.31561
4_20682424_20682590,0.8592,0.4199299999999999
4_206825261_206826266,0.3604,0.33604
4_20683215_20683858,0.5596000000000001,0.4023599999999999
4_206832201_206835830,0.7208000000000001,0.4445499999999999
4_206834096_206834993,0.3883999999999999,0.33263
4_206835898_206835984,0.892,0.4045999999999999
4_206836039_206842553,0.4496,0.36136
4_206836289_206841522,0.4131999999999999,0.33018
4_20683873_20684082,0.7095,0.43142
4_206842602_206843673,0.9289,0.4565999999999999
4_206844057_206844433,0.9064,0.4604
4_20684416_20700408,0.3983,0.3426
4_206844770_206844820,1.1860000000000002,0.42332
4_206845063_206845365,0.7413000000000001,0.38279
4_206845346_206854655,0.6676,0.3932800000000001
4_206845568_206845893,0.4642,0.27452
4_206852509_206852629,0.913,0.36342
4_206852813_206854094,1.1638,0.43002
4_206854921_206857906,0.7608000000000001,0.4265799999999999
4_206858304_206863574,0.4581999999999999,0.27851
4_206863641_206864049,0.5187999999999999,0.37191
4_206864605_206866026,0.4191999999999999,0.30439
4_206867703_206867750,0.9771,0.43143
4_206870398_206870688,0.6751999999999999,0.41896
4_206871103_206871264,1.0286,0.40992
4_206872020_206872437,0.7686999999999999,0.4577299999999999
4_206872757_206873343,0.646,0.37229
4_206874005_206874104,0.913,0.44657
4_206874104_206875458,0.5552999999999999,0.3837
4_206875467_206877161,0.5146,0.38544
4_206876265_206876768,0.6517,0.4258
4_206877153_206879689,0.5257,0.3200199999999999
4_206879690_206888711,0.7713000000000001,0.42821
4_206888706_206890092,0.4420999999999999,0.34856
4_206890053_206894359,0.4990999999999999,0.37285
4_206894362_206903252,0.4771999999999999,0.33974
4_206903253_206910711,0.4042,0.29857
4_206903929_206910027,0.3916,0.31518
4_206910712_206919535,0.4645,0.36289
4_206912268_206914956,0.8562000000000001,0.4400199999999999
4_206923883_206923986,0.8481,0.44108
4_206924028_206924138,0.5736000000000001,0.3926699999999999
4_206924127_206924146,0.8188,0.32551
4_206924161_206924385,0.607,0.4083699999999999
4_206924801_206924882,0.7866000000000001,0.44137
4_206924913_206925163,0.7555000000000001,0.41896
4_206925216_206925275,0.7716,0.3563
4_206925365_206926206,0.4117,0.34382
4_206926235_206927037,0.5317999999999999,0.37863
4_206926869_206927038,1.1227,0.42114
4_206927137_206927398,0.3853,0.30713
4_206927137_206947244,0.4523999999999999,0.34234
4_206947245_206950119,0.8975000000000001,0.47117
4_206949431_206956770,0.3953,0.32442
4_206956136_206959999,0.5115,0.29624
4_206959984_206960867,0.433,0.3817199999999999
4_206960851_206972904,0.4104,0.28365
4_206972294_206972591,0.9954,0.46465
4_206972902_206973816,0.4774,0.28103
4_206973831_206983410,0.4432,0.29201
4_206977018_206982614,0.4417999999999999,0.3757399999999999
4_206983410_206985136,0.5255,0.36392
4_206985940_206987165,0.7338,0.49195
4_206986146_206986210,0.7534000000000001,0.31314
4_206987204_206991014,0.7557,0.45713
4_206987297_206987860,0.7359,0.4580199999999999
4_206987946_206988662,0.8339,0.46514
4_206992339_206994288,0.5484,0.32014
4_206994466_206994529,0.855,0.42802
4_206994686_207001703,0.4431,0.36066
4_207001712_207001789,0.8398000000000001,0.28309
4_207001721_207002201,0.6821,0.33457
4_207002208_207002787,0.5046,0.38271
4_207002242_207002316,0.8646,0.33229
4_207003562_207003796,0.4895,0.29893
4_207003819_207003875,0.9507,0.34038
4_207003877_207005651,0.9479,0.43909
4_20700407_20715341,0.4912,0.3199
4_207007526_207016595,0.4548,0.24731
4_207016957_207017361,0.4574,0.25774
4_207017568_207028102,0.5609,0.37206
4_207017749_207017843,0.5591999999999999,0.41062
4_207017871_207018057,0.39,0.27234
4_207026909_207027031,1.0739,0.45585
4_207027919_207028102,0.5720000000000001,0.3952599999999999
4_207029505_207029808,0.6699999999999999,0.3092
4_207029846_207030014,1.1586,0.44213
4_207030070_207030201,0.9951,0.39747
4_207032246_207032490,0.6065999999999999,0.40046
4_207033401_207042694,0.7311000000000001,0.41361
4_207042897_207046672,0.9074,0.3834399999999999
4_207046669_207051864,0.4569,0.34228
4_207048346_207048822,0.5529,0.38293
4_207051457_207057395,0.5403,0.3542
4_207051868_207051997,0.7112,0.40427
4_207052013_207057450,0.5588,0.38359
4_207057451_207066934,0.4804,0.3690799999999999
4_207058035_207066355,0.663,0.42089
4_207066927_207068665,0.7593000000000001,0.45205
4_207068666_207070987,0.4646,0.40642
4_207072130_207072374,0.6738999999999999,0.32409
4_207072378_207072530,0.8225,0.4130299999999999
4_207075324_207084516,0.4912,0.29196
4_207085211_207088617,0.3667999999999999,0.28251
4_207087686_207087769,0.8738,0.3913999999999999
4_207091791_207092396,0.3550999999999999,0.28458
4_207092773_207095444,0.4508,0.30396
4_207095457_207104896,0.6833,0.41756
4_207096038_207100127,0.5616000000000001,0.35382
4_207100151_207104315,0.9953,0.46348
4_207104902_207106008,0.8290000000000001,0.4336599999999999
4_207106292_207107758,0.5396,0.37925
4_207108464_207108892,0.5399999999999999,0.3119
4_207109050_207109315,0.8418000000000001,0.37396
4_207109690_207109945,1.0625,0.39135
4_207110077_207116583,0.5323999999999999,0.3515
4_207116790_207117288,1.3051,0.4209799999999999
4_207117049_207117060,0.901,0.28681
4_207117167_207117216,1.0668,0.41018
4_207117288_207126487,0.48,0.31077
4_207126486_207127759,1.0439,0.36094
4_207128400_207128539,0.8603,0.42499
4_207132980_207133716,0.3805,0.3638099999999999
4_207135318_207146650,0.4080999999999999,0.32783
4_207146882_207153030,0.4931,0.27587
4_207153083_207160874,0.407,0.3256799999999999
4_20715342_20721852,0.3666,0.32785
4_207160869_207164813,0.4059,0.34867
4_207165358_207166902,0.4341,0.34192
4_207166897_207168327,0.4507,0.3816299999999999
4_207168720_207171072,0.7738999999999999,0.44636
4_207171307_207171354,0.8279000000000001,0.3555699999999999
4_207171742_207174345,0.4049,0.29645
4_207174346_207182226,0.3706,0.28518
4_207182227_207194780,0.5058999999999999,0.35309
4_207194781_207195872,1.1904,0.43254
4_207195861_207196688,0.6453,0.44701
4_207196689_207197326,0.7058,0.41484
4_207197335_207199148,0.8227,0.45629
4_207199152_207200171,0.3953,0.31061
4_207200186_207201221,0.5154,0.3261699999999999
4_207200186_207203155,0.5191,0.29807
4_207203158_207203606,0.779,0.4421300000000001
4_207203612_207207635,0.5041,0.37417
4_207207635_207208650,0.9208,0.47471
4_207208651_207212055,0.5128999999999999,0.34739
4_207212042_207213006,0.6722,0.39941
4_207213011_207216988,0.3827,0.28923
4_207214634_207214824,0.4842,0.25775
4_207216994_207217471,0.8464,0.4173199999999999
4_207217471_207217525,0.6909000000000001,0.30518
4_207217905_207218095,1.2729,0.40854
4_207218094_207218571,0.7939,0.46315
4_207218574_207218725,0.6576,0.42264
4_207219116_207219553,0.3993,0.33227
4_207219566_207219855,1.0307,0.47603
4_207219932_207229593,0.4262,0.38415
4_207220562_207223362,0.7569,0.42347
4_20722520_20723123,0.5288999999999999,0.37739
4_207231163_207231253,0.9314,0.38584
4_207231175_207231268,0.7767,0.3821799999999999
4_20723120_20723734,0.3616999999999999,0.29524
4_207231876_207232002,0.7098,0.3391999999999999
4_207232732_207232859,0.7807999999999999,0.42863
4_207233837_207234104,0.6619,0.43392
4_207234242_207234310,0.6569999999999999,0.34831
4_207234616_207238373,0.3856999999999999,0.30812
4_20723729_20723988,1.1688,0.44992
4_207238618_207240097,0.8427,0.4528
4_20723980_20724147,1.2062,0.4511799999999999
4_207240099_207242233,1.0643,0.48583
4_207240099_207248241,0.5709,0.42722
4_207242842_207246988,0.4856,0.37569
4_20724286_20724461,0.7509,0.40284
4_20724459_20729754,0.4342,0.33963
4_207247598_207248241,0.6657,0.47422
4_207248283_207248518,0.9094,0.4563899999999999
4_207250578_207250658,0.6786,0.4134999999999999
4_207250666_207250738,0.899,0.40899
4_207251071_207256650,0.3966,0.36837
4_207251169_207251267,0.8607,0.42504
4_207256586_207256974,1.194,0.4558399999999999
4_20725666_20725790,0.752,0.45435
4_207257243_207257695,0.8991999999999999,0.42577
4_207257963_207258193,1.1813,0.40424
4_207258364_207258507,0.6531,0.38378
4_207258720_207258940,0.7635000000000001,0.40153
4_207258807_207258959,0.5918,0.4211
4_207259418_207259492,0.9997,0.33841
4_207259953_207260024,0.4548,0.31854
4_207260086_207260334,0.7987,0.40812
4_207260768_207267884,0.3615,0.2921
4_207265073_207265293,0.6870999999999999,0.35933
4_207267374_207268382,0.5317,0.37229
4_207267911_207272585,0.407,0.3443
4_207272541_207272585,0.6342000000000001,0.39736
4_207272967_207273057,0.5102,0.28862
4_207273135_207273617,0.5807,0.4205
4_207273231_207273617,0.5534,0.4230799999999999
4_207273625_207274300,0.3737,0.27803
4_207274304_207293988,0.3832,0.29727
4_207274933_207281098,0.407,0.3025799999999999
4_207281870_207287893,0.3759,0.28467
4_207289909_207293435,0.3887,0.3594
4_207293805_207295472,0.4175,0.31905
4_20729577_20729756,0.8409,0.40241
4_207295815_207296806,0.5043,0.37893
4_207297434_207297631,1.0044000000000002,0.38259
4_207297633_207300103,0.8419000000000001,0.46665
4_207300103_207307478,0.5597000000000001,0.39672
4_207300770_207306812,0.6064,0.43136
4_20730396_20732382,0.4686999999999999,0.31477
4_207307480_207310495,0.4177,0.3175
4_207310522_207311703,0.4968,0.39654
4_207314006_207314112,0.7446,0.4039
4_207315039_207315550,1.2221,0.41814
4_207315039_207315578,1.1805,0.45109
4_207315875_207320667,0.6989000000000001,0.4470699999999999
4_207319424_207319527,1.3230000000000002,0.42649
4_207320066_207322211,1.1996,0.46605
4_207322914_207323202,0.7761,0.48573
4_207323423_207327753,0.5178,0.30187
4_207323427_207323544,1.0476,0.39881
4_207325281_207328525,0.4560999999999999,0.28859
4_207328514_207329162,0.4140999999999999,0.3864299999999999
4_207329157_207329888,0.4861,0.3367099999999999
4_20733077_20747522,0.4835,0.30273
4_207330941_207341882,0.4276,0.32251
4_20733155_20733327,1.31,0.37643
4_207341883_207346692,0.5149,0.34477
4_207342729_207344467,0.7640000000000001,0.39779
4_207346793_207346948,0.4517,0.26804
4_207346950_207347207,0.7547,0.38342
4_207347266_207348139,0.5229,0.37592
4_207348141_207348451,0.5843,0.32256
4_207348164_207348449,0.5088999999999999,0.31638
4_207348941_207349203,0.7852000000000001,0.4134699999999999
4_207349660_207349868,0.9447,0.41334
4_207349941_207350994,0.8296000000000001,0.3348699999999999
4_207350999_207352853,0.9128000000000002,0.4421699999999999
4_207353025_207353144,0.9632,0.37692
4_207353519_207381367,0.389,0.28584
4_207353749_207365075,0.4224,0.35584
4_207365496_207366536,0.8621,0.37714
4_207373185_207380760,0.4896999999999999,0.33883
4_207381463_207391370,0.6036,0.40707
4_207382371_207382652,1.0996,0.44034
4_207387558_207387993,0.7636000000000001,0.40213
4_207388427_207388613,1.2198,0.42736
4_207389220_207391087,0.7991000000000001,0.4002699999999999
4_207391089_207391957,1.0477,0.45076
4_207392061_207392795,0.4564999999999999,0.36122
4_207393210_207393776,0.6698,0.3762
4_207393901_207393952,0.3719,0.3007
4_207394109_207394451,0.69,0.39974
4_207394653_207403550,0.3825,0.29772
4_207401256_207402301,0.3675,0.32389
4_207403559_207405029,0.3833,0.366
4_207405031_207405382,0.5047,0.33581
4_207405414_207406303,0.9399,0.4231499999999999
4_207406338_207406658,0.7651000000000001,0.47221
4_207406699_207423272,0.4303,0.33443
4_207423272_207426090,1.2970000000000002,0.43432
4_207426091_207430098,0.7219000000000001,0.41705
4_207430099_207430610,0.5781000000000001,0.36738
4_207430612_207444980,0.5572,0.37531
4_207444953_207447086,1.1303,0.44802
4_207447155_207456846,0.4426,0.28535
4_207456847_207459286,0.848,0.43842
4_207459377_207459480,1.0757,0.39318
4_207459481_207460725,0.5758,0.39152
4_207460725_207462607,0.3572,0.31514
4_207462645_207466624,0.4982,0.37249
4_207467621_207467986,0.8406,0.47682
4_207468226_207468936,0.7212000000000001,0.46923
4_207468769_207468796,0.5254,0.30877
4_207469365_207469657,1.12,0.41377
4_207469658_207469863,0.9602,0.43703
4_207470954_207471150,0.6731999999999999,0.39081
4_207471208_207471989,0.3753999999999999,0.31533
4_207471744_207479734,0.4417999999999999,0.3526399999999999
4_20747499_20748066,0.6412,0.41503
4_207480133_207492737,0.5239999999999999,0.35421
4_207492850_207505981,0.5045999999999999,0.33544
4_207507328_207516080,0.4095999999999999,0.28267
4_207511677_207514859,0.437,0.30813
4_207516890_207516958,0.6852,0.37994
4_207516945_207519912,0.494,0.26648
4_207516980_207517082,1.1449,0.4441699999999999
4_207517342_207517534,0.5346,0.4507799999999999
4_207517591_207517649,0.7199,0.39203
4_207517660_207517758,0.9018,0.36096
4_207518292_207525610,0.5401,0.32754
4_207525633_207528366,0.8171,0.38146
4_207528366_207528579,0.7019000000000001,0.31391
4_207528584_207528764,1.1617,0.39552
4_207528765_207529039,0.9502000000000002,0.3303
4_207529073_207529982,0.3953,0.36437
4_207529095_207530189,0.3648,0.30651
4_207530199_207530959,0.4574,0.32555
4_207531123_207531303,0.4487,0.32154
4_207531690_207532518,0.4749,0.39369
4_207534407_207547236,0.3844,0.30816
4_20753481_20754574,0.4574,0.30176
4_20754226_20754312,0.7913000000000001,0.38937
4_207548668_207549410,0.4758,0.3417
4_207549635_207550364,0.7579,0.44057
4_207549666_207549756,1.064,0.41973
4_207550476_207550983,0.4288,0.32032
4_207551043_207551325,0.4724,0.33092
4_20755122_20757964,0.5905,0.37313
4_20755157_20755345,0.7058000000000001,0.39634
4_207551974_207559349,0.4221999999999999,0.34656
4_207559352_207559532,0.5277000000000001,0.28866
4_207559792_207561204,0.4856,0.35334
4_207561218_207561663,0.511,0.38431
4_20756125_20771229,0.3985,0.29516
4_207566437_207566504,1.3615000000000002,0.3899499999999999
4_207566469_207566800,1.165,0.4228599999999999
4_207567666_207568119,0.5488,0.39463
4_207568442_207571855,0.4082,0.28027
4_207568881_207569078,0.8387,0.41967
4_207569365_207569588,0.355,0.30694
4_207570700_207570792,0.5233,0.32414
4_207571137_207572536,0.4251999999999999,0.37229
4_207572531_207572854,0.5813999999999999,0.41779
4_207572856_207573724,0.3785,0.30684
4_207572856_207573729,0.3785,0.30684
4_207573730_207583361,0.618,0.42224
4_207583364_207586051,0.5080999999999999,0.3221
4_207585794_207585852,1.0518,0.4259
4_207586060_207594798,0.6125,0.35534
4_207594807_207608800,0.417,0.32654
4_207595411_207608173,0.4224,0.33119
4_207608985_207609146,0.4692,0.28723
4_207609562_207609666,0.4333,0.2771099999999999
4_207609688_207609767,0.5199,0.37129
4_207610098_207610301,0.5163,0.39265
4_207610372_207610618,0.4289999999999999,0.24653
4_207610750_207611798,0.4594,0.3125
4_207612031_207612778,1.2764,0.38734
4_207612800_207617179,0.5391999999999999,0.3843999999999999
4_207617283_207619902,0.6970999999999999,0.4083199999999999
4_207619903_207620086,0.8140000000000001,0.46468
4_207620096_207621497,0.5011,0.3812799999999999
4_207621665_207621825,0.8898,0.3713
4_207621970_207622261,0.8617999999999999,0.40514
4_207621977_207622139,0.9174,0.4199599999999999
4_207624439_207626425,0.7634,0.3783
4_207625001_207625285,0.8683,0.45963
4_207626217_207627346,1.0868,0.41779
4_207627369_207641422,0.4662,0.33423
4_207635765_207650735,0.4229,0.30806
4_207645256_207646018,0.5410999999999999,0.36859
